"Name","Created","Runtime","End Time","Hostname","ID","Notes","GPU Type","State","Updated","Tags","CKAS/layer1","CKAS/layer2","CKAS/layer3","CKAS/layer4","CKAS/layer5","CKAS/layer6","TEST/accuracy","TRAIN/accuracy","TRAIN/loss"
"vgg16 cifar10 shuffle_degree: 1 5 fintuning with 5000 samples","2024-01-10T23:26:46.000Z","1002","2024-01-10T23:43:28.000Z","matar","ha11xju9","-","NVIDIA TITAN RTX","finished","2024-01-10T23:43:28.000Z","","0.9847036821661274","0.9632897259714008","0.912127875372192","0.7725909023367028","0.3919954152121334","0.3489207560965634","29.26","99.74","0.011746867490149323"
"vgg16 cifar10 shuffle_degree: 4 5 fintuning with 5000 samples","2024-01-10T23:25:57.000Z","964","2024-01-10T23:42:01.000Z","matar","4x7gw45e","-","NVIDIA TITAN RTX","finished","2024-01-10T23:42:01.000Z","","0.982827092870636","0.9624610283138748","0.8991653464403464","0.726825597215751","0.2028419530051373","0.18927713998965737","14.74","99.12","0.0313494004265429"
"vgg16 cifar10 shuffle_degree: 9 5 fintuning with 5000 samples","2024-01-10T23:25:54.000Z","955","2024-01-10T23:41:49.000Z","matar","2bdscopz","-","NVIDIA TITAN RTX","finished","2024-01-10T23:41:49.000Z","","0.9896312987178808","0.96233280641503","0.878902759541107","0.5927011896977034","0.04155110944046732","0.039721036477574974","9.58","99.4","0.02584508012432997"
"vgg16 cifar10 shuffle_degree: 1 4 fintuning with 5000 samples","2024-01-10T23:10:18.000Z","982","2024-01-10T23:26:40.000Z","matar","1p5220ke","-","NVIDIA TITAN RTX","finished","2024-01-10T23:26:40.000Z","","0.9869002295191244","0.9621417091038802","0.9190499952571975","0.8347902006338965","0.4213473817243773","0.3587930797945308","28.4","99.66","0.014269280704431632"
"vgg16 cifar10 4 fintuning with 5000 samples","2024-01-10T23:10:12.000Z","999","2024-01-10T23:26:51.000Z","matar","1siaac09","-","NVIDIA TITAN RTX","finished","2024-01-10T23:26:51.000Z","","0.9740799612837312","0.9540967470724274","0.921243539227317","0.8610738358976794","0.6645666449329836","0.6173855268577886","58.24","99.7","0.011007782056906178"
"vgg16 cifar10 shuffle_degree: 2 4 fintuning with 5000 samples","2024-01-10T23:10:04.000Z","997","2024-01-10T23:26:41.000Z","matar","1pd5ifx7","-","NVIDIA TITAN RTX","finished","2024-01-10T23:26:41.000Z","","0.9882764021613124","0.9583844062382002","0.917758270137265","0.8395443641122906","0.4051893481373168","0.34636761401676147","22.62","99.7","0.010305575297546282"
"vgg16 cifar10 shuffle_degree: 4 4 fintuning with 5000 samples","2024-01-10T23:09:35.000Z","976","2024-01-10T23:25:51.000Z","matar","3gui27h0","-","NVIDIA TITAN RTX","finished","2024-01-10T23:25:51.000Z","","0.9908957711886368","0.9568182544006534","0.9095717280444976","0.7629672636442958","0.2541201661137658","0.22910953351002936","14.9","99.76","0.017918625827967695"
"vgg16 cifar10 shuffle_degree: 9 4 fintuning with 5000 samples","2024-01-10T23:09:34.000Z","975","2024-01-10T23:25:49.000Z","matar","365yy9oe","-","NVIDIA TITAN RTX","finished","2024-01-10T23:25:49.000Z","","0.985198899090696","0.95731835515723","0.890930468557332","0.6259191620357905","0.03081319076826943","0.03568990856230002","9.92","99.2","0.04169296566591595"
"vgg16 cifar10 shuffle_degree: 1 3 fintuning with 5000 samples","2024-01-10T22:53:58.000Z","974","2024-01-10T23:10:12.000Z","matar","2hzy00hx","-","NVIDIA TITAN RTX","finished","2024-01-10T23:10:12.000Z","","0.984305352991868","0.9573070582597546","0.905893751100648","0.814365686107253","0.4007368742742429","0.35638068462236294","28.24","99.6","0.014526312242341403"
"vgg16 cifar10 3 fintuning with 5000 samples","2024-01-10T22:53:56.000Z","970","2024-01-10T23:10:06.000Z","matar","3n129shu","-","NVIDIA TITAN RTX","finished","2024-01-10T23:10:06.000Z","","0.9830390764440226","0.9586242780722972","0.921247715283878","0.8617724181260777","0.6628424224380821","0.6139548513905123","58.1","99.06","0.04399510167960291"
"vgg16 cifar10 shuffle_degree: 2 3 fintuning with 5000 samples","2024-01-10T22:53:47.000Z","970","2024-01-10T23:09:57.000Z","matar","kuquxkkc","-","NVIDIA TITAN RTX","finished","2024-01-10T23:09:57.000Z","","0.9812593548253128","0.9615179423736262","0.9100980094218076","0.8042499728800298","0.3569294281516538","0.31003310066273454","21.52","98.28","0.0710347109314078"
"vgg16 cifar10 shuffle_degree: 4 3 fintuning with 5000 samples","2024-01-10T22:53:43.000Z","946","2024-01-10T23:09:29.000Z","matar","32uldst1","-","NVIDIA TITAN RTX","finished","2024-01-10T23:09:29.000Z","","0.9897049253878416","0.9638134770164636","0.8897016613366052","0.6959127356814083","0.26173289918364384","0.22626265670553913","15.18","99.52","0.028167759408102115"
"vgg16 cifar10 shuffle_degree: 9 3 fintuning with 5000 samples","2024-01-10T22:53:42.000Z","946","2024-01-10T23:09:28.000Z","matar","13jqt83f","-","NVIDIA TITAN RTX","finished","2024-01-10T23:09:28.000Z","","0.9874545627240484","0.955138332719816","0.8525881289873147","0.5394664391936242","0.025037250834553822","0.02490214065151521","10.1","99.14","0.0528348334842498"
"vgg16 cifar10 shuffle_degree: 1 2 fintuning with 5000 samples","2024-01-10T22:37:28.000Z","984","2024-01-10T22:53:52.000Z","matar","348btich","-","NVIDIA TITAN RTX","finished","2024-01-10T22:53:52.000Z","","0.9855071925516032","0.9597625981436017","0.9069503952974696","0.8102758348041004","0.4088017626232144","0.3550995876113814","27.48","99.26","0.03269346413657864"
"vgg16 cifar10 2 fintuning with 5000 samples","2024-01-10T22:37:27.000Z","984","2024-01-10T22:53:51.000Z","matar","8bhzq1au","-","NVIDIA TITAN RTX","finished","2024-01-10T22:53:51.000Z","","0.9824246984682096","0.9586407853372646","0.916296169169188","0.8635755025463078","0.6796752149910419","0.6290603545125094","58.3","99.58","0.011710388115814822"
"vgg16 cifar10 shuffle_degree: 2 2 fintuning with 5000 samples","2024-01-10T22:37:21.000Z","980","2024-01-10T22:53:41.000Z","matar","2a0zsy7c","-","NVIDIA TITAN RTX","finished","2024-01-10T22:53:41.000Z","","0.9934285528294282","0.9637925648824366","0.9084689416164864","0.8126078801862872","0.3755467347808161","0.3154513285076909","22.24","98.72","0.07555913228310265"
"vgg16 cifar10 shuffle_degree: 9 2 fintuning with 5000 samples","2024-01-10T22:37:19.000Z","978","2024-01-10T22:53:37.000Z","matar","7txt2v3i","-","NVIDIA TITAN RTX","finished","2024-01-10T22:53:37.000Z","","0.9907798256564532","0.9548371514513384","0.8708286418331754","0.6097020725643235","0.034266217842311285","0.03539311468674183","10.18","98.58","0.04255372532947392"
"vgg16 cifar10 shuffle_degree: 4 2 fintuning with 5000 samples","2024-01-10T22:37:18.000Z","980","2024-01-10T22:53:38.000Z","matar","lyh9f94n","-","NVIDIA TITAN RTX","finished","2024-01-10T22:53:38.000Z","","0.9916653619882538","0.9603995122649068","0.8894960420276892","0.7498268191769635","0.2541216926269347","0.21945985624274345","15.04","99.48","0.026326007085887917"
"vgg16 cifar10 shuffle_degree: 9 1 fintuning with 5000 samples","2024-01-10T22:20:25.000Z","1008","2024-01-10T22:37:13.000Z","matar","1a2xlop2","-","NVIDIA TITAN RTX","finished","2024-01-10T22:37:13.000Z","","0.9870912533510668","0.9545636812785236","0.8709230979209132","0.5846065550468688","0.03319072498843312","0.03652092274639523","9.46","98.84","0.061590387323533134"
"vgg16 cifar10 shuffle_degree: 2 1 fintuning with 5000 samples","2024-01-10T22:20:25.000Z","1009","2024-01-10T22:37:14.000Z","matar","2c4emver","-","NVIDIA TITAN RTX","finished","2024-01-10T22:37:14.000Z","","0.9788951446078492","0.9471098194169753","0.8978524029877424","0.7859390246074069","0.33964183245001206","0.28292801174622934","21.74","98.78","0.04218248547696965"
"vgg16 cifar10 1 fintuning with 5000 samples","2024-01-10T22:20:25.000Z","1016","2024-01-10T22:37:21.000Z","matar","2fv6qd8h","-","NVIDIA TITAN RTX","finished","2024-01-10T22:37:21.000Z","","0.9800961702180296","0.9581178372597589","0.9179374106329072","0.8463802255997813","0.6477340595419658","0.6010510308986142","59.62","99.86","0.018453993484845745"
"vgg16 cifar10 shuffle_degree: 4 1 fintuning with 5000 samples","2024-01-10T22:20:25.000Z","1007","2024-01-10T22:37:12.000Z","matar","2l81pnlj","-","NVIDIA TITAN RTX","finished","2024-01-10T22:37:12.000Z","","0.9836272300152484","0.9590368754439632","0.8998633881981796","0.734374064742962","0.22269786605722944","0.17965910569616486","15.34","99.12","0.04773617118551058"
"vgg16 cifar10 shuffle_degree: 1 1 fintuning with 5000 samples","2024-01-10T22:20:25.000Z","1018","2024-01-10T22:37:23.000Z","matar","2pnzj07v","-","NVIDIA TITAN RTX","finished","2024-01-10T22:37:23.000Z","","0.9853240622305942","0.9462510490654996","0.8933154695011872","0.7966255031742411","0.34579101996379114","0.2836550641700646","28.2","99.7","0.017816792876395888"
"vgg16 cifar10 5 training size 4096","2024-01-10T22:12:47.000Z","444","2024-01-10T22:20:11.000Z","matar","3th8ipn6","-","NVIDIA TITAN RTX","finished","2024-01-10T22:20:11.000Z","","0.9534312633232268","0.8305270444226286","0.5975290431368274","0.4231275609021617","0.14695899524461145","0.12318589608375956","51.64","98.8525390625","0.03479039310514054"
"vgg16 cifar10 5 training size 1024","2024-01-10T22:04:39.000Z","420","2024-01-10T22:11:39.000Z","matar","p91ufbjc","-","NVIDIA TITAN RTX","finished","2024-01-10T22:11:39.000Z","","0.9646220072286776","0.8745677687614223","0.6966540286948577","0.47335435617667665","0.17839892807712404","0.13205635909648158","40.55","99.21875","0.040744749567238614"
"vgg16 cifar10 4 training size 4096","2024-01-10T22:03:27.000Z","550","2024-01-10T22:12:37.000Z","matar","2gifgjp1","-","NVIDIA TITAN RTX","finished","2024-01-10T22:12:37.000Z","","0.9281988198984872","0.7251406309843255","0.49157498037134906","0.2901077749854521","0.10499993979832202","0.10960638636146525","53.76","99.3896484375","0.03351184896200721"
"vgg16 cifar10 5 training size 256","2024-01-10T22:01:19.000Z","429","2024-01-10T22:08:28.000Z","matar","ydnz1rg6","-","NVIDIA TITAN RTX","finished","2024-01-10T22:08:28.000Z","","0.9771973481309122","0.9602618605599884","0.908656146516147","0.774096226469373","0.39782739799055983","0.2600148474003798","28.33","95.3125","0.30269225500524044"
"vgg16 cifar10 5 training size 64","2024-01-10T22:01:11.000Z","427","2024-01-10T22:08:18.000Z","matar","2thpa8sr","-","NVIDIA TITAN RTX","finished","2024-01-10T22:08:18.000Z","","0.9950417439584428","0.9839218433818772","0.9804965366178336","0.9709280058173524","0.9208600700199716","0.5962896672851322","14.28","60.9375","1.4460501074790957"
"vgg16 cifar10 4 training size 1024","2024-01-10T21:56:31.000Z","477","2024-01-10T22:04:28.000Z","matar","2753m4bf","-","NVIDIA TITAN RTX","finished","2024-01-10T22:04:28.000Z","","0.9495326564999144","0.8576835562225396","0.704311329030906","0.49867005570381273","0.17385599028996088","0.1387912396596737","39.86","98.828125","0.05940338961954694"
"vgg16 cifar10 4 training size 256","2024-01-10T21:53:55.000Z","435","2024-01-10T22:01:10.000Z","matar","1qi2j34m","-","NVIDIA TITAN RTX","finished","2024-01-10T22:01:10.000Z","","0.9589670777658108","0.939455720286148","0.8925789891695897","0.766599916669825","0.3695230356799328","0.25907624782723226","28.67","98.4375","0.20099179819226265"
"vgg16 cifar10 4 training size 64","2024-01-10T21:53:46.000Z","435","2024-01-10T22:01:01.000Z","matar","3cugiz25","-","NVIDIA TITAN RTX","finished","2024-01-10T22:01:01.000Z","","0.9948367394142464","0.9852134152005256","0.977952069454693","0.9655415540065247","0.9241000573113792","0.6103207184865632","13.36","68.75","1.4447344541549685"
"vgg16 cifar10 3 training size 4096","2024-01-10T21:53:01.000Z","616","2024-01-10T22:03:17.000Z","matar","1hptvayc","-","NVIDIA TITAN RTX","finished","2024-01-10T22:03:17.000Z","","0.9486922041748758","0.8153324755398167","0.4996655325213162","0.2810218255433631","0.08916107576283122","0.09111830531087","51.8","98.876953125","0.047397758943589"
"vgg16 cifar10 3 training size 1024","2024-01-10T21:48:26.000Z","477","2024-01-10T21:56:23.000Z","matar","39jqeoqt","-","NVIDIA TITAN RTX","finished","2024-01-10T21:56:23.000Z","","0.9682391072652548","0.8830842254312439","0.6447845445767859","0.4358028697714292","0.1381033752648863","0.11690830461033838","40.4","98.4375","0.05427733938995516"
"vgg16 cifar10 3 training size 256","2024-01-10T21:46:43.000Z","424","2024-01-10T21:53:47.000Z","matar","2u6rumbm","-","NVIDIA TITAN RTX","finished","2024-01-10T21:53:47.000Z","","0.9873483059994737","0.9493149581059438","0.8817365534435456","0.7576110122592895","0.4141785705771049","0.3115683891652127","29.14","98.4375","0.21368264593183992"
"vgg16 cifar10 3 training size 64","2024-01-10T21:46:34.000Z","423","2024-01-10T21:53:37.000Z","matar","1c9dc8kl","-","NVIDIA TITAN RTX","finished","2024-01-10T21:53:37.000Z","","0.9958123451101896","0.9827931845961836","0.9734363627846154","0.960353899585598","0.905517747123754","0.6332867046694802","14.49","68.75","1.2599284052848816"
"vgg16 cifar10 2 training size 4096","2024-01-10T21:42:30.000Z","622","2024-01-10T21:52:52.000Z","matar","3u9rj7tp","-","NVIDIA TITAN RTX","finished","2024-01-10T21:52:52.000Z","","0.9638430883386088","0.8330856377218065","0.5688233569979968","0.3639019479954924","0.13185174492789428","0.11420199338484686","53.8","99.3896484375","0.013264853023201796"
"vgg16 cifar10 2 training size 1024","2024-01-10T21:40:11.000Z","486","2024-01-10T21:48:17.000Z","matar","2jlwqhog","-","NVIDIA TITAN RTX","finished","2024-01-10T21:48:17.000Z","","0.9778808979858002","0.874619996367172","0.6919962157846263","0.45396238785278825","0.11720426295297968","0.1054690716253251","40.57","98.2421875","0.05434868097654544"
"vgg16 cifar10 2 training size 256","2024-01-10T21:39:36.000Z","418","2024-01-10T21:46:34.000Z","matar","x0vtypch","-","NVIDIA TITAN RTX","finished","2024-01-10T21:46:34.000Z","","0.9817986953978972","0.9297250754633714","0.8577210701615466","0.698386806020846","0.35318250407300356","0.2507097006396395","27.54","98.828125","0.2332537192851305"
"vgg16 cifar10 2 training size 64","2024-01-10T21:39:28.000Z","416","2024-01-10T21:46:24.000Z","matar","2o9m9iik","-","NVIDIA TITAN RTX","finished","2024-01-10T21:46:24.000Z","","0.9973134212082044","0.9928992118876524","0.9834797720216096","0.9678943881892812","0.9218003722224432","0.6134331263612055","14.12","64.0625","1.31646066904068"
"vgg16 cifar10 1 training size 64","2024-01-10T21:32:01.000Z","438","2024-01-10T21:39:19.000Z","matar","2rp25fet","-","NVIDIA TITAN RTX","finished","2024-01-10T21:39:19.000Z","","0.9923332059171792","0.9840183458179488","0.9756342793349764","0.9616322804379784","0.9217534203372918","0.6456666619978616","13.22","64.0625","1.5048633217811584"
"vgg16 cifar10 1 training size 4096","2024-01-10T21:32:00.000Z","621","2024-01-10T21:42:21.000Z","matar","2q1cc8v4","-","NVIDIA TITAN RTX","finished","2024-01-10T21:42:21.000Z","","0.979314192073234","0.8259650416283261","0.522937575222115","0.3536102878463865","0.0874636133581403","0.0899726613864704","52.2","99.365234375","0.01914825295079936"
"vgg16 cifar10 1 training size 256","2024-01-10T21:32:00.000Z","447","2024-01-10T21:39:27.000Z","matar","2soegdeq","-","NVIDIA TITAN RTX","finished","2024-01-10T21:39:27.000Z","","0.979991723756046","0.9283883796741286","0.833848590709246","0.6875046483203127","0.3832939647933626","0.28245943367785964","28.07","98.046875","0.21213362738490105"
"vgg16 cifar10 1 training size 1024","2024-01-10T21:32:00.000Z","482","2024-01-10T21:40:02.000Z","matar","ubf8e9ef","-","NVIDIA TITAN RTX","finished","2024-01-10T21:40:02.000Z","","0.9725454370156376","0.8815592854760533","0.6295433846518486","0.45065336890248325","0.16376638244780808","0.13450584068043148","40.83","99.12109375","0.03960064615239389"
"conv4 cifar10_shifted 5 fintuning with 5000 samples","2024-01-10T20:48:58.000Z","138","2024-01-10T20:51:16.000Z","matar","18dzp8st","-","NVIDIA TITAN RTX","finished","2024-01-10T20:51:16.000Z","","0.9892455957821056","0.9556449115785964","0.8679963231733381","0.5595728629078317","0.6230127502731911","","54.5","100","0.005654080050172889"
"conv4 cifar10_shifted 4 fintuning with 5000 samples","2024-01-10T20:46:34.000Z","139","2024-01-10T20:48:53.000Z","matar","2i4o3vnp","-","NVIDIA TITAN RTX","finished","2024-01-10T20:48:53.000Z","","0.992550061117506","0.9531241207322048","0.8811335588576611","0.5411217912849712","0.6379476552142432","","54.78","99.98","0.005755042342119108"
"conv4 cifar10_shifted 3 fintuning with 5000 samples","2024-01-10T20:44:11.000Z","137","2024-01-10T20:46:28.000Z","matar","1510yybh","-","NVIDIA TITAN RTX","finished","2024-01-10T20:46:28.000Z","","0.9923096018128144","0.9650978877249616","0.8751277423412549","0.577548325498097","0.6349715700455622","","56.88","100","0.005311215758341465"
"conv4 cifar10_shifted 2 fintuning with 5000 samples","2024-01-10T20:41:38.000Z","147","2024-01-10T20:44:05.000Z","matar","2ckmzm4g","-","NVIDIA TITAN RTX","finished","2024-01-10T20:44:05.000Z","","0.987514368677731","0.9465880905771537","0.8914368490726836","0.5622500708450445","0.6393292718360052","","56.66","100","0.005031770181243018"
"conv4 cifar10_shifted 1 fintuning with 5000 samples","2024-01-10T20:38:53.000Z","159","2024-01-10T20:41:32.000Z","matar","nsvngyde","-","NVIDIA TITAN RTX","finished","2024-01-10T20:41:32.000Z","","0.9912852678018724","0.9608447525101008","0.8688371009234652","0.5694746450250205","0.6428812923420669","","55.28","100","0.009884820337508137"
"conv4 SVHN shuffle_degree: 4 5 fintuning with 5000 samples","2024-01-10T20:37:54.000Z","179","2024-01-10T20:40:53.000Z","matar","1yne577w","-","NVIDIA TITAN RTX","finished","2024-01-10T20:40:53.000Z","","0.9951400334662096","0.9474505032588846","0.790906044457059","0.446516443820065","0.06390505938149858","","14.66","95.04","0.2845937431712819"
"conv4 SVHN shuffle_degree: 9 5 fintuning with 5000 samples","2024-01-10T20:37:51.000Z","177","2024-01-10T20:40:48.000Z","matar","3hd54gtm","-","NVIDIA TITAN RTX","finished","2024-01-10T20:40:48.000Z","","0.9889629730849852","0.9408912125391936","0.7794368306638451","0.4107175285728718","0.03250022821224498","","9.86","88.92","0.6082947554102369"
"conv4 SVHN shuffle_degree: 2 5 fintuning with 5000 samples","2024-01-10T20:37:51.000Z","179","2024-01-10T20:40:50.000Z","matar","535r71ok","-","NVIDIA TITAN RTX","finished","2024-01-10T20:40:50.000Z","","0.9892313638131468","0.9521217460443392","0.7495849935166259","0.436957792763536","0.04810003192319264","","25.02","98.52","0.16343290980454464"
"conv4 SVHN 5 fintuning with 5000 samples","2024-01-10T20:36:30.000Z","188","2024-01-10T20:39:38.000Z","matar","2riz34fx","-","NVIDIA TITAN RTX","finished","2024-01-10T20:39:38.000Z","","0.9931852964756244","0.941140697777465","0.8216536405737913","0.4244065248377204","0.04514926794845019","","78.82","100","0.007593158473094605"
"conv4 SVHN shuffle_degree: 1 5 fintuning with 5000 samples","2024-01-10T20:35:59.000Z","164","2024-01-10T20:38:43.000Z","matar","yx3majwy","-","NVIDIA TITAN RTX","finished","2024-01-10T20:38:43.000Z","","0.9946155726131868","0.9463185320459052","0.8105059006058252","0.4661054822690076","0.043485764191807344","","37.98","99.94","0.03189506263703488"
"conv4 SVHN shuffle_degree: 4 4 fintuning with 5000 samples","2024-01-10T20:34:42.000Z","186","2024-01-10T20:37:48.000Z","matar","333rqbzn","-","NVIDIA TITAN RTX","finished","2024-01-10T20:37:48.000Z","","0.992637709809565","0.9133966925315647","0.8379712417758973","0.4833114294266691","0.04525505155260218","","15.34","94.82","0.28244163617966284"
"conv4 SVHN shuffle_degree: 9 4 fintuning with 5000 samples","2024-01-10T20:34:41.000Z","185","2024-01-10T20:37:46.000Z","matar","2mqqochu","-","NVIDIA TITAN RTX","finished","2024-01-10T20:37:46.000Z","","0.9907518730168224","0.8952709769269255","0.7915846604766562","0.4450891509197782","0.044687543565219534","","10.28","86.36","0.6345234443048003"
"conv4 SVHN shuffle_degree: 2 4 fintuning with 5000 samples","2024-01-10T20:34:38.000Z","187","2024-01-10T20:37:45.000Z","matar","2yhetwb5","-","NVIDIA TITAN RTX","finished","2024-01-10T20:37:45.000Z","","0.9928610146949576","0.930399115276709","0.8156595551361343","0.4934435130803301","0.05459900534021494","","24.12","98.66","0.0918871970123546"
"conv4 SVHN 4 fintuning with 5000 samples","2024-01-10T20:33:15.000Z","189","2024-01-10T20:36:24.000Z","matar","1t191efh","-","NVIDIA TITAN RTX","finished","2024-01-10T20:36:24.000Z","","0.9891042352092974","0.944752112928234","0.8422522045625472","0.4442714598337113","0.06186039989625125","","79.14","100","0.003977483773906567"
"conv4 SVHN shuffle_degree: 1 4 fintuning with 5000 samples","2024-01-10T20:32:55.000Z","178","2024-01-10T20:35:53.000Z","matar","2vluecgn","-","NVIDIA TITAN RTX","finished","2024-01-10T20:35:53.000Z","","0.9921707251981504","0.9515650381014163","0.8485418991846323","0.482596612478498","0.05376514867422365","","37.54","99.94","0.01935319543466162"
"conv4 SVHN shuffle_degree: 9 3 fintuning with 5000 samples","2024-01-10T20:31:01.000Z","214","2024-01-10T20:34:35.000Z","matar","9ja8hhmu","-","NVIDIA TITAN RTX","finished","2024-01-10T20:34:35.000Z","","0.9904802415600128","0.948952873004199","0.8293060601608602","0.4593343161482618","0.019032721925376448","","10.28","88.76","0.5630041190013764"
"conv4 SVHN shuffle_degree: 4 3 fintuning with 5000 samples","2024-01-10T20:30:58.000Z","218","2024-01-10T20:34:36.000Z","matar","m7svtpdu","-","NVIDIA TITAN RTX","finished","2024-01-10T20:34:36.000Z","","0.9841333142111552","0.946675533593946","0.8105349340622485","0.44930813405114656","0.031001268477697887","","15.62","94.78","0.2781503488588485"
"conv4 SVHN shuffle_degree: 2 3 fintuning with 5000 samples","2024-01-10T20:30:54.000Z","218","2024-01-10T20:34:32.000Z","matar","2dhz8oqc","-","NVIDIA TITAN RTX","finished","2024-01-10T20:34:32.000Z","","0.9949433445467016","0.94352188563136","0.8125547253424568","0.479666817384249","0.04355964513771739","","24.72","99.6","0.05905422570100825"
"conv4 SVHN shuffle_degree: 1 3 fintuning with 5000 samples","2024-01-10T20:29:41.000Z","187","2024-01-10T20:32:48.000Z","matar","2l7eazfk","-","NVIDIA TITAN RTX","finished","2024-01-10T20:32:48.000Z","","0.9910601676961855","0.9494403521795628","0.8288020257328734","0.483004309535515","0.049474567745303885","","36.86","99.98","0.01888390972462904"
"conv4 SVHN 3 fintuning with 5000 samples","2024-01-10T20:29:36.000Z","212","2024-01-10T20:33:08.000Z","matar","1jkgyxfd","-","NVIDIA TITAN RTX","finished","2024-01-10T20:33:08.000Z","","0.9841897008565788","0.934575979108986","0.8116312681970617","0.4151695299379488","0.0554077023578356","","79","99.98","0.004404511258219648"
"conv4 SVHN shuffle_degree: 4 2 fintuning with 5000 samples","2024-01-10T20:26:36.000Z","256","2024-01-10T20:30:52.000Z","matar","2n98j9hv","-","NVIDIA TITAN RTX","finished","2024-01-10T20:30:52.000Z","","0.9883935675100682","0.94183962606948","0.8610467294117162","0.5125895410156347","0.04047919627843577","","15.42","97.96","0.1741536100436548"
"conv4 SVHN shuffle_degree: 9 2 fintuning with 5000 samples","2024-01-10T20:26:36.000Z","259","2024-01-10T20:30:55.000Z","matar","by9y1fqa","-","NVIDIA TITAN RTX","finished","2024-01-10T20:30:55.000Z","","0.9913470621914868","0.9490409141404768","0.8357674012356305","0.48929156631988585","0.031232188608952854","","10.08","90.22","0.5449450188761304"
"conv4 SVHN shuffle_degree: 2 2 fintuning with 5000 samples","2024-01-10T20:26:34.000Z","254","2024-01-10T20:30:48.000Z","matar","2sgkijk5","-","NVIDIA TITAN RTX","finished","2024-01-10T20:30:48.000Z","","0.9858963850438256","0.9363389251491516","0.8352696280784464","0.4698792144560056","0.03883303175405535","","24.68","99.54","0.0720290934821223"
"conv4 SVHN shuffle_degree: 1 2 fintuning with 5000 samples","2024-01-10T20:25:48.000Z","227","2024-01-10T20:29:35.000Z","matar","39htvchf","-","NVIDIA TITAN RTX","finished","2024-01-10T20:29:35.000Z","","0.9902947892648384","0.9429444617420352","0.8233014081956389","0.4756714279876134","0.04496547645954815","","36.02","100","0.02074644590615277"
"conv4 SVHN 2 fintuning with 5000 samples","2024-01-10T20:25:14.000Z","256","2024-01-10T20:29:30.000Z","matar","2yb298ks","-","NVIDIA TITAN RTX","finished","2024-01-10T20:29:30.000Z","","0.9888159936319892","0.9305320121892952","0.8314146866817833","0.4190949356633681","0.05145986794207096","","78.86","100","0.0034817032995010924"
"conv4 SVHN shuffle_degree: 9 1 fintuning with 5000 samples","2024-01-10T20:23:14.000Z","196","2024-01-10T20:26:30.000Z","matar","30kiktv3","-","NVIDIA TITAN RTX","finished","2024-01-10T20:26:30.000Z","","0.9908535953849728","0.8963509078840065","0.6973319585994328","0.3891981569078002","0.036448550693493904","","10.12","76.42","0.8536129493242616"
"conv4 SVHN shuffle_degree: 4 1 fintuning with 5000 samples","2024-01-10T20:23:12.000Z","199","2024-01-10T20:26:31.000Z","matar","1u2rj5f4","-","NVIDIA TITAN RTX","finished","2024-01-10T20:26:31.000Z","","0.9953835244585622","0.9309526420120112","0.7441167448651553","0.4186287162176508","0.05338775884692566","","15.26","95.08","0.2477436627552008"
"conv4 SVHN shuffle_degree: 2 1 fintuning with 5000 samples","2024-01-10T20:23:10.000Z","198","2024-01-10T20:26:28.000Z","matar","31c4p0eh","-","NVIDIA TITAN RTX","finished","2024-01-10T20:26:28.000Z","","0.995628786809772","0.954407597052068","0.7877137606387746","0.4528026503530657","0.041619938439516536","","24.06","99.4","0.0794619362397938"
"conv4 SVHN shuffle_degree: 1 1 fintuning with 5000 samples","2024-01-10T20:22:49.000Z","173","2024-01-10T20:25:42.000Z","matar","2bpxjcjr","-","NVIDIA TITAN RTX","finished","2024-01-10T20:25:42.000Z","","0.9921713971488096","0.9486940273650276","0.8175272189710497","0.443551416496751","0.05401296803146653","","36.34","100","0.0232742485014876"
"conv4 SVHN 1 fintuning with 5000 samples","2024-01-10T20:21:43.000Z","204","2024-01-10T20:25:07.000Z","matar","1z41mota","-","NVIDIA TITAN RTX","finished","2024-01-10T20:25:07.000Z","","0.9882028876253424","0.9521853001479892","0.8174286960231375","0.4066596247147524","0.06016568922758963","","78.42","100","0.004253144235095116"
"conv4 cifar10 shuffle_degree: 9 5 fintuning with 5000 samples","2024-01-10T20:19:56.000Z","188","2024-01-10T20:23:04.000Z","matar","3gkbt2vo","-","NVIDIA TITAN RTX","finished","2024-01-10T20:23:04.000Z","","0.9851913600270148","0.9574779300548072","0.8180359826736052","0.39653070899153514","0.03329945753921859","","10.02","99.96","0.01522653304028568"
"conv4 cifar10 shuffle_degree: 2 5 fintuning with 5000 samples","2024-01-10T20:19:53.000Z","187","2024-01-10T20:23:00.000Z","matar","2osyr0jb","-","NVIDIA TITAN RTX","finished","2024-01-10T20:23:00.000Z","","0.9934968053450444","0.9667773735365294","0.8823409550789585","0.5052217414315111","0.4981008823175991","","21.46","100","0.012217689674810336"
"conv4 cifar10 5 fintuning with 5000 samples","2024-01-10T20:19:49.000Z","194","2024-01-10T20:23:03.000Z","matar","2jcnh3u1","-","NVIDIA TITAN RTX","finished","2024-01-10T20:23:03.000Z","","0.989606548945186","0.9677551692577904","0.917215869820596","0.610112250334682","0.6992493056826166","","59.7","100","0.0037118758276626944"
